City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,anadyr,64.75,177.4833,-6.72,92,75,6.0,RU,1712756435
362,suva,-18.1416,178.4415,26.71,89,20,2.57,FJ,1712756341
363,taoudenni,22.6783,-3.9836,39.63,8,7,1.9,ML,1712756437
364,old shinyanga,-3.55,33.4,26.4,63,85,1.92,TZ,1712756437
365,udachny,66.4167,112.4,-13.64,78,92,6.77,RU,1712756437
366,dubrovytsya,51.5744,26.565,22.85,43,28,3.05,UA,1712756437
367,mutum,-19.8,-41.4383,28.33,66,0,1.04,BR,1712756437
368,christchurch,-43.5333,172.6333,20.26,56,20,6.17,NZ,1712756189
369,atherton,53.5237,-2.4935,11.61,92,100,2.24,GB,1712756437
370,nabire,-3.3667,135.4833,24.47,96,100,1.0,ID,1712756437
371,andergrove,-21.0833,149.1833,15.91,52,5,6.25,AU,1712756437
372,alesund,62.4723,6.1549,8.28,87,75,14.4,NO,1712756236
373,sedhiou,12.7081,-15.5569,41.06,10,36,1.73,SN,1712756438
374,point fortin,10.1833,-61.6833,31.79,60,31,3.24,TT,1712756309
375,yatou,37.15,122.3833,10.52,81,100,4.72,CN,1712756438
376,san antonio de pale,-1.4014,5.6325,28.12,80,84,4.41,GQ,1712756438
377,inyonga,-6.7167,32.0667,23.91,85,98,1.62,TZ,1712756438
378,castlebar,53.85,-9.3,12.97,94,100,6.89,IE,1712756399
379,lamu,-2.2717,40.902,29.82,75,42,4.33,KE,1712756438
380,pemba,-12.974,40.5178,32.39,74,20,4.63,MZ,1712756438
381,anori,-3.7728,-61.6442,31.79,61,63,1.9,BR,1712756438
382,tamanrasset,22.785,5.5228,33.95,10,52,3.6,DZ,1712756438
383,polyarnyy,69.1989,33.4478,2.22,99,100,6.81,RU,1712756439
384,natchez,31.5604,-91.4032,16.12,94,100,8.23,US,1712756439
385,port nelson,23.6333,-74.8333,24.15,63,85,7.21,BS,1712756439
386,inhambane,-23.865,35.3833,28.99,74,20,7.72,MZ,1712756439
387,antsiranana,-12.2787,49.2917,30.42,70,40,4.12,MG,1712756439
388,greymouth,-42.4667,171.2,15.19,94,100,2.22,NZ,1712756439
389,khandyga,62.6667,135.6,-6.41,96,100,1.21,RU,1712756439
390,dwarka,22.2394,68.9678,26.84,69,12,6.12,IN,1712756439
391,lubang,13.8584,120.124,28.66,70,8,8.87,PH,1712756439
392,scottburgh,-30.2867,30.7532,24.26,61,1,11.4,ZA,1712756439
393,fortaleza,-3.7227,-38.5247,27.82,97,75,1.54,BR,1712755919
394,djambala,-2.5447,14.7533,29.78,57,68,0.77,CG,1712756440
395,mahdia,35.5047,11.0622,19.97,44,38,12.45,TN,1712756440
396,phan rang-thap cham,11.5667,108.9833,25.84,83,90,3.0,VN,1712756440
397,yuzhno-kurilsk,44.0306,145.8556,0.21,83,0,1.96,RU,1712756440
398,shimoda,34.6667,138.95,8.39,70,100,3.75,JP,1712756248
399,bathsheba,13.2167,-59.5167,29.34,70,20,9.26,BB,1712756440
400,brasilia,-15.7797,-47.9297,24.51,69,40,3.09,BR,1712756066
401,sarkand,45.41,79.9186,8.45,92,100,0.69,KZ,1712756440
402,port macquarie,-31.4333,152.9167,16.05,69,86,5.55,AU,1712756269
403,port moresby,-9.4431,147.1797,24.59,92,100,2.4,PG,1712756441
404,hasaki,35.7333,140.8333,7.38,57,47,3.63,JP,1712756441
405,happy valley-goose bay,53.3168,-60.3315,-3.83,58,75,1.54,CA,1712756441
406,bijie,27.3125,105.2942,12.93,89,100,2.06,CN,1712756441
407,petauke,-14.2426,31.3253,29.2,52,91,0.07,ZM,1712756441
408,islamkot,24.6997,70.177,32.06,16,100,5.55,PK,1712756441
409,faya-largeau,17.9257,19.1043,37.94,5,0,7.2,TD,1712756441
410,saint-pierre,-21.3393,55.4781,28.82,61,75,1.03,RE,1712756441
411,mili,6.0815,171.735,28.01,83,100,9.28,MH,1712756441
412,prakhon chai,14.6059,103.1208,32.86,38,92,2.57,TH,1712756441
413,kristiansund,63.1115,7.732,5.36,81,75,11.32,NO,1712756197
414,gobabis,-22.45,18.9667,27.03,19,0,1.77,NA,1712756442
415,igarka,67.4667,86.5833,-20.55,91,62,5.36,RU,1712756442
416,beyneu,45.3167,55.2,23.12,21,16,2.0,KZ,1712756442
417,uray,60.1247,64.7758,-0.63,66,100,0.89,RU,1712756442
418,san nicolas,18.1725,120.5953,28.95,70,75,2.06,PH,1712756442
419,hotan,37.0997,79.9269,19.54,13,87,3.05,CN,1712756442
420,kamaishi,39.2667,141.8833,4.68,65,0,2.72,JP,1712756442
421,namtsy,62.7161,129.6658,-2.79,96,100,2.34,RU,1712756442
422,fada,9.5667,8.3,35.88,19,90,1.98,NG,1712756442
423,mocimboa,-11.3167,40.35,28.45,84,86,2.26,MZ,1712756443
424,guercif,34.2257,-3.3536,23.93,18,8,4.92,MA,1712756443
425,paradip garh,20.3167,86.6167,28.56,64,2,4.23,IN,1712756443
426,galle,6.0367,80.217,28.47,73,100,1.76,LK,1712756443
427,zyryanskoye,56.8306,86.6258,-1.83,83,99,2.92,RU,1712756443
428,turpan,42.9333,89.1667,21.05,27,5,2.02,CN,1712756443
429,remire-montjoly,4.9167,-52.2667,27.02,94,75,0.51,GF,1712756443
430,saint-joseph,-21.3667,55.6167,28.21,84,78,4.18,RE,1712756443
431,minas de marcona,-15.2119,-75.1103,20.39,71,86,2.34,PE,1712756443
432,namibe,-15.1961,12.1522,24.7,66,89,4.96,AO,1712756444
433,richards bay,-28.783,32.0377,24.6,61,0,7.55,ZA,1712756444
434,hammerfest,70.6634,23.6821,5.25,75,75,4.12,NO,1712756444
435,balangir,20.7167,83.4833,34.69,24,84,1.67,IN,1712756444
436,thurso,58.5927,-3.5259,8.14,87,100,7.01,GB,1712756230
437,suvorovskaya,44.1942,42.6539,12.16,61,91,6.52,RU,1712756444
438,buulobarde,3.8538,45.5674,37.33,27,44,3.89,SO,1712756444
439,bandundu,-3.3167,17.3667,33.94,46,80,1.25,CD,1712756444
440,walvis bay,-22.9575,14.5053,23.53,56,0,4.63,NA,1712756444
441,dronfield,53.3022,-1.4751,10.77,91,100,0.45,GB,1712756206
442,massena,44.9281,-74.8919,16.51,66,75,3.6,US,1712756281
443,topki,55.2769,85.6163,0.89,97,99,4.42,RU,1712756445
444,aldama,22.9167,-98.0667,26.94,29,0,7.33,MX,1712756445
445,ksar chellala,35.2122,2.3189,18.64,17,3,3.72,DZ,1712756445
446,altamira,-3.2033,-52.2064,26.05,94,75,1.03,BR,1712756445
447,mulanje,-16.0316,35.5,31.29,56,13,2.44,MW,1712756445
448,parintins,-2.6283,-56.7358,24.23,99,100,0.85,BR,1712756392
449,al bawiti,28.3492,28.8659,25.48,24,0,5.18,EG,1712756445
450,callao,-12.0667,-77.15,25.4,83,0,1.54,PE,1712756082
451,surazh,53.0175,32.3918,23.46,36,6,3.18,RU,1712756446
452,saskatoon,52.1168,-106.6345,1.99,69,40,7.72,CA,1712756292
453,puerto quijarro,-17.7833,-57.7667,29.62,66,97,1.18,BO,1712756446
454,goundam,16.4145,-3.6708,41.88,9,6,2.87,ML,1712756446
455,kiunga,-6.1219,141.2906,23.79,99,98,1.13,PG,1712756446
456,buala,-8.145,159.5921,27.21,82,78,1.28,SB,1712756446
457,cestos city,5.46,-9.5828,30.68,67,79,3.81,LR,1712756446
458,grand rapids,42.9634,-85.6681,13.45,68,40,2.57,US,1712756365
459,trincomalee,8.5711,81.2335,29.77,72,65,3.84,LK,1712756446
460,bikenibeu village,1.3673,173.1241,27.98,89,100,4.12,KI,1712756446
461,khanty-mansiysk,61.0042,69.0019,-4.94,54,0,2.0,RU,1712756447
462,urangan,-25.3,152.9,19.0,63,0,4.02,AU,1712756447
463,manakara,-22.1333,48.0167,26.85,84,98,5.34,MG,1712756447
464,sao jose da coroa grande,-8.8978,-35.1478,29.83,66,74,3.08,BR,1712756447
465,dum duma,27.5667,95.5667,26.44,43,96,1.08,IN,1712756447
466,sao paulo de olivenca,-3.3783,-68.8725,25.53,94,98,0.7,BR,1712756447
467,ukmerge,55.25,24.75,17.6,56,71,6.45,LT,1712756447
468,chandur,19.7333,79.1833,31.63,37,100,4.38,IN,1712756447
469,itarantim,-15.6597,-40.0656,26.21,78,100,1.21,BR,1712756447
470,chifeng,42.2683,118.9636,11.62,53,100,3.38,CN,1712756448
471,saint-francois,46.4154,3.9054,12.69,49,0,6.17,FR,1712756448
472,polyarnyye zori,67.3661,32.4981,0.55,100,100,2.71,RU,1712756448
473,archangelos,36.2149,28.1149,20.99,48,0,5.57,GR,1712756448
474,biskra,34.8504,5.7281,25.73,22,20,7.2,DZ,1712756448
475,kariya,34.9833,136.9833,13.41,61,100,3.3,JP,1712756448
476,nikolayevsk-on-amure,53.1406,140.73,-2.1,87,6,1.34,RU,1712756448
477,sebin karahisar,40.2883,38.4236,11.72,70,100,1.89,TR,1712756448
478,ruidoso,33.3317,-105.673,5.16,52,0,3.09,US,1712756448
479,micheweni,-4.9667,39.8333,29.85,72,63,4.56,TZ,1712756448
480,la passe,45.5549,-0.8967,15.13,70,55,4.91,FR,1712756449
481,gadzhiyevo,69.2551,33.3362,2.29,99,100,7.0,RU,1712756449
482,wajir,1.7471,40.0573,34.98,46,40,2.06,KE,1712756449
483,muisne,0.6,-80.0333,27.14,78,96,2.44,EC,1712756449
484,port alfred,-33.5906,26.891,16.21,93,100,4.02,ZA,1712756449
485,saldanha,-33.0117,17.9442,23.03,70,0,10.89,ZA,1712756449
486,queenstown,-31.8976,26.8753,16.55,52,48,8.3,ZA,1712756449
487,yarmouth,41.7057,-70.2286,13.14,66,0,4.12,US,1712756449
488,bairnsdale,-37.8333,147.6167,13.36,85,40,2.88,AU,1712756291
489,hashtrud,37.4779,47.0508,9.79,69,100,3.85,IR,1712756449
490,goure,13.9835,10.2704,40.43,5,47,5.29,NE,1712756449
491,emerald,-23.5333,148.1667,14.63,53,0,5.99,AU,1712756450
492,beihai,21.4833,109.1,23.92,91,98,7.17,CN,1712756450
493,heroica matamoros,25.8833,-97.5,21.03,75,0,6.69,MX,1712756168
494,zhukovka,53.534,33.728,23.24,41,7,2.67,RU,1712756450
495,phongsali,21.6833,102.1058,20.07,65,10,1.15,LA,1712756450
496,nishinoomote,30.7333,131.0,18.22,73,25,7.75,JP,1712756450
497,bangkalan,-7.0455,112.7351,27.97,79,100,1.13,ID,1712756450
498,ocean shores,46.9737,-124.1563,5.01,95,0,1.54,US,1712756206
499,severo-yeniseyskiy,60.3725,93.0408,-8.01,82,99,3.13,RU,1712756450
500,katsuren-haebaru,26.3369,127.8719,22.01,70,20,6.69,JP,1712756450
501,inarajan village,13.2736,144.7484,28.08,91,100,8.44,GU,1712756450
502,palmer,42.1584,-72.3287,13.62,48,75,1.54,US,1712756312
503,nyala,12.05,24.8833,38.04,6,8,3.83,SD,1712756451
504,oamaru,-45.0784,170.9801,14.51,84,100,2.37,NZ,1712756451
505,khorinsk,52.1657,109.7726,8.24,68,100,1.3,RU,1712756451
506,abingdon,51.6711,-1.2828,11.79,88,75,8.75,GB,1712756451
507,bahia honda,22.9036,-83.1592,25.81,76,100,5.08,CU,1712756451
508,pontian kechil,1.4866,103.3896,27.17,93,100,2.87,MY,1712756451
509,jianshui,23.6363,102.8264,22.41,47,20,2.82,CN,1712756451
510,terrace,54.5163,-128.6035,2.95,93,100,1.54,CA,1712756451
511,yanam,16.7333,82.2167,25.82,79,0,1.63,IN,1712756451
512,norfolk,42.1668,-71.2495,12.79,60,0,3.09,US,1712756451
513,goz beida,13.95,20.55,41.46,6,55,1.92,TD,1712756451
514,lutjenburg,54.2919,10.5895,12.71,64,8,4.02,DE,1712756452
515,maloye ganyushkino,46.6,49.2667,20.38,30,29,3.68,KZ,1712756452
516,juan griego,11.0817,-63.9655,29.3,61,3,6.68,VE,1712756452
517,lucapa,-8.4192,20.7447,25.56,69,82,1.77,AO,1712756452
518,margate,51.3813,1.3862,13.26,70,100,6.71,GB,1712756452
519,chandbali,20.7833,86.7667,28.5,57,6,4.39,IN,1712756452
520,tougan,13.0667,-3.0667,40.42,17,51,0.88,BF,1712756452
521,ilheus,-14.7889,-39.0494,28.9,79,40,2.57,BR,1712756452
522,karachi,24.9056,67.0822,28.9,58,75,6.17,PK,1712756452
523,saint peter,13.25,-59.6167,28.31,64,2,6.68,BB,1712756452
524,luang namtha,20.9497,101.4011,24.2,70,45,1.24,LA,1712756452
525,faro,37.0194,-7.9322,22.88,27,0,6.17,PT,1712756453
526,nyurba,63.2842,118.3319,0.83,87,100,4.9,RU,1712756453
527,pangody,65.85,74.4859,-24.19,97,22,2.28,RU,1712756453
528,rundu,-17.9333,19.7667,26.8,53,100,3.07,NA,1712756453
529,sumbe,-11.2061,13.8437,27.91,77,55,2.33,AO,1712756453
530,jackson,42.4165,-122.8345,6.03,90,0,0.0,US,1712756281
531,cockburn town,21.4612,-71.1419,25.24,62,0,7.81,TC,1712756271
532,whangarei,-35.7317,174.3239,19.21,87,100,5.09,NZ,1712756185
533,nemuro,43.3236,145.575,2.54,82,1,3.2,JP,1712756453
534,road town,18.4167,-64.6167,27.02,69,75,4.12,VG,1712756369
535,labuan,5.2767,115.2417,29.2,84,20,3.09,MY,1712756454
536,fengxiang,47.5833,130.8333,6.65,36,2,2.41,CN,1712756454
537,marietta,33.9526,-84.5499,15.95,94,100,4.12,US,1712756257
538,mazagao,-0.115,-51.2894,30.03,68,88,1.62,BR,1712756454
539,la oliva,28.6105,-13.9291,20.66,73,0,7.2,ES,1712756454
540,berdigestyakh,62.0989,126.6992,-1.03,90,100,2.45,RU,1712756454
541,sakakah,29.9697,40.2064,24.76,21,2,6.18,SA,1712756454
542,nuuk,64.1835,-51.7216,-3.66,80,75,2.06,GL,1712756374
543,namie,37.4833,141.0,6.97,79,63,3.64,JP,1712756454
544,dordrecht,51.81,4.6736,16.65,50,95,4.02,NL,1712756454
545,mincivan,39.0294,46.7185,15.56,77,100,2.63,AZ,1712756454
546,ulaangom,49.9811,92.0667,-0.2,97,92,0.93,MN,1712756454
547,port saint john's,-31.6229,29.5448,23.48,61,46,11.02,ZA,1712756455
548,bandarbeyla,9.4942,50.8122,28.66,65,53,4.59,SO,1712756455
549,bandon,51.7469,-8.7425,13.77,95,100,8.85,IE,1712756455
